Afiliacion,Comercio,RFC,Domicilio,Colonia,Codigo Postal,Municipio,Estado,Telefonos,Giro,Giro Comercial
8033901,GASOL ALVARO CHAN I,CABA4502209B5,BLV VILLAFLOR Y C VILLAHID SN,VILLAFLORES,30470,VILLAFLORES CHIS,CHIAPAS,56553278,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8572176,SUPERCOM,SUP 160808JL6,AV 8A NTE NO 402 L 2,5 DE FEBRERO,30710,TAPACHULA CHIS,CHIAPAS,6262300,5983,"DISTRIBUIDOR DE  - GAS LICUADO,(DISTRIBUIDOR DE  - LENA),(DISTRIBUIDOR DE  - DIESEL, PETROLEO),(DISTRIBUIDOR DE  - CARBON),"
8572185,SUPERCOM,SUP 160808JL6,AV 8A NTE NO 402 L 2,5 DE FEBRERO,30710,TAPACHULA CHIS,CHIAPAS,6262300,5983,"DISTRIBUIDOR DE  - GAS LICUADO,(DISTRIBUIDOR DE  - LENA),(DISTRIBUIDOR DE  - DIESEL, PETROLEO),(DISTRIBUIDOR DE  - CARBON),"
8573091,GASOL RUBEN VELAZQ REY,RVR8510223U4,CARR TUX GTZ A VILLA FLOR SN,SAN JUAN,30478,VILLAFLORES CHIS,CHIAPAS,1187748,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8045421,GAS LAZARO CARDENAS 3,SLC 080317534,CARR TRIN L MONT KM24 900 SN,LAZARO CARDENAS,30160,LA TRINITARIA CHIS,CHIAPAS,1371177,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8056908,GASOL SERV VILLAF I,RVR8510223U4,AV 2A NTE OTE INT C NO 22 LC,VILLAFLORES,30470,VILLAFLORES CHIS,CHIAPAS,56553212,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8067153,GAS MATILDE DEL SOL II,LOFP801031UU3,BARRIO EL CAMPO SN,EL CAMPO,30390,SOCOLTENANGO CHIS,CHIAPAS,6611300,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8600525,GASOL LAGUNA LARGA,GOGA921213NS1,CR COM SN CRIS CASA NO 12 900,LAGUNA LARGA,30102,COMITAN DE DOMINGUEZ CHIS,CHIAPAS,6316328,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
8609354,DIST GAS MAS EUM,MGE1602034A3,CARR INTNAL A A C KM 10 NO 210,1RO DE MAYO,29160,CHIAPA DE CORZO CHIS,CHIAPAS,1174563,5983,"DISTRIBUIDOR DE  - GAS LICUADO,(DISTRIBUIDOR DE  - LENA),(DISTRIBUIDOR DE  - DIESEL, PETROLEO),(DISTRIBUIDOR DE  - CARBON),"
7739811,GAS LIBRAMIENTO SUR,GLS 9711055N5,LIB SUR OTE NO 2651,FRANCISCO I MADERO,29090,TUXTLA GUTIERREZ CHIS,CHIAPAS,6137080,5541,"ESTACIONES DE SERVICIO, GASOLINERIAS, ESTACIONES DE SERVICIO PARA TODO TIPO DE TRANSPORTE (CON O SIN SERVICIOS AUXILIARES)"
